 5; 3.716; 0.41; 6.54e+09;  1.05;100
 5; 3.793; 0.32; 1.76e+09;  1.16;100
 5; 3.777; 0.33; 2.97e+09;  1.13;100
 5; 3.793; 0.31; 1.69e+09;  1.15;100
 5; 3.786; 0.31; 2.18e+09;  1.14;100
 5; 3.777; 0.32; 2.94e+09;  1.12;100
 5; 3.803; 0.29; 8.90e+08;  1.17;100
 5; 3.773; 0.31; 3.33e+09;  1.11;100
 5; 3.780; 0.30; 2.70e+09;  1.12;100
 5; 3.786; 0.28; 2.04e+09;  1.13;100
 5; 3.795; 0.28; 1.31e+09;  1.15;100
 5; 3.791; 0.27; 1.62e+09;  1.13;100
 5; 3.806; 0.26; 3.41e+08;  1.16;100
 5; 3.739; 0.29; 7.77e+09;  0.99;100
 5; 3.768; 0.27; 3.64e+09;  1.08;100
 5; 3.770; 0.25; 3.34e+09;  1.08;100
 5; 3.770; 0.24; 3.30e+09;  1.08;100
 5; 3.780; 0.24; 2.33e+09;  1.09;100
 5; 3.766; 0.23; 3.74e+09;  1.06;100
 5; 3.766; 0.22; 3.67e+09;  1.05;100
 5; 3.782; 0.19; 1.79e+09;  1.08;100
 5; 3.766; 0.20; 3.55e+09;  1.05;100
 5; 4.300; 4.41; 1.13e+07; 13.13;100
 5; 4.267; 4.16; 1.35e+07; 10.97;100
 5; 4.300; 4.23; 1.29e+07; 11.52;100
 5; 4.283; 4.07; 1.45e+07; 10.23;100
 5; 4.267; 3.77; 2.11e+07;  8.29;100
 5; 4.250; 3.60; 2.58e+07;  7.43;100
 5; 4.350; 3.74; 9.31e+06;  9.20;100
 5; 4.267; 3.40; 2.04e+07;  7.11;100
 5; 4.283; 3.42; 1.68e+07;  7.30;100
 5; 4.250; 3.32; 2.35e+07;  6.73;100
 5; 4.250; 3.25; 2.25e+07;  6.51;100
 5; 4.250; 3.24; 2.24e+07;  6.50;100
 5; 4.238; 3.20; 2.54e+07;  6.30;100
 5; 4.250; 3.17; 2.09e+07;  6.29;100
 5; 4.250; 3.15; 2.02e+07;  6.23;100
 5; 4.250; 3.15; 2.00e+07;  6.22;100
 5; 4.250; 3.12; 1.90e+07;  6.16;100
 5; 4.200; 3.00; 3.49e+07;  5.52;100
 5; 4.183; 2.91; 4.01e+07;  5.23;100
 5; 4.225; 3.01; 2.53e+07;  5.67;100
 5; 4.200; 2.93; 3.34e+07;  5.33;100
 5; 4.225; 2.96; 2.30e+07;  5.56;100
 5; 4.212; 2.87; 2.50e+07;  5.27;100
 5; 4.212; 2.86; 2.43e+07;  5.24;100
 5; 4.200; 2.80; 2.82e+07;  5.03;100
 5; 4.150; 2.64; 5.12e+07;  4.47;100
 5; 4.183; 2.72; 3.34e+07;  4.76;100
 5; 4.200; 2.74; 2.38e+07;  4.89;100
 5; 4.212; 2.73; 1.27e+07;  4.96;100
 5; 4.200; 2.67; 1.63e+07;  4.77;100
 5; 4.133; 2.51; 5.72e+07;  4.14;100
 5; 4.133; 2.51; 5.72e+07;  4.14;100
 5; 4.212; 2.66; 3.97e+06;  4.84;100
 5; 4.133; 2.46; 5.46e+07;  4.06;100
 5; 4.117; 2.40; 6.55e+07;  3.89;100
 5; 4.167; 2.51; 2.75e+07;  4.28;100
 5; 4.150; 2.45; 3.66e+07;  4.10;100
 5; 4.117; 2.33; 6.02e+07;  3.77;100
 5; 4.167; 2.45; 1.63e+07;  4.18;100
 5; 4.200; 2.51;-8.77e+06;  4.49;100
 5; 4.075; 2.22; 9.80e+07;  3.47;100
 5; 4.167; 2.39; 6.13e+06;  4.10;100
 5; 4.087; 2.21; 8.24e+07;  3.48;100
 5; 4.150; 2.32; 1.19e+07;  3.89;100
 5; 4.133; 2.26; 2.42e+07;  3.72;100
 5; 4.133; 2.24; 1.92e+07;  3.69;100
 5; 4.117; 2.17; 3.17e+07;  3.52;100
 5; 4.117; 2.16; 2.72e+07;  3.50;100
 5; 4.050; 1.95; 1.07e+08;  2.99;100
 5; 4.117; 2.08; 3.68e+06;  3.39;100
 5; 4.075; 1.96; 5.91e+07;  3.07;100
 5; 4.075; 1.93; 4.76e+07;  3.03;100
 5; 4.075; 1.88; 2.35e+07;  2.97;100
 5; 4.087; 1.88;-6.76e+06;  3.02;100
 5; 4.062; 1.82; 3.17e+07;  2.86;100
 5; 4.075; 1.84; 3.98e+06;  2.92;100
 5; 4.062; 1.76; 3.10e+06;  2.80;100
 5; 4.050; 1.73; 2.74e+07;  2.73;100
 5; 4.062; 1.74;-8.87e+06;  2.78;100
 5; 4.040; 1.68; 3.06e+07;  2.64;100
 5; 4.050; 1.66;-1.74e+07;  2.66;100
 3; 3.688; 1.67; 2.13e+08;  3.06;100
 3; 3.688; 1.39; 3.90e+08;  2.50;100
 3; 3.690; 1.36; 4.17e+08;  2.44;100
 5; 3.969; 1.23;-1.39e+07;  2.05;100
 5; 3.900; 1.16; 4.91e+08;  1.89;100
 3; 3.700; 1.26; 5.66e+08;  2.20;100
 5; 3.837; 1.15; 1.10e+09;  1.70;100
 3; 3.712; 1.21; 6.91e+08;  2.06;100
 3; 3.682; 1.26; 5.43e+08;  2.24;100
 3; 3.694; 1.23; 5.81e+08;  2.19;100
 5; 3.896; 1.06; 4.65e+08;  1.79;100
 3; 3.642; 1.26; 2.64e+09;  1.40;100
 3; 3.680; 1.16; 7.03e+08;  2.06;100
 5; 3.881; 1.00; 5.61e+08;  1.73;100
 3; 3.621; 1.32; 8.82e+09;  1.01;100
 3; 3.690; 1.11; 7.20e+08;  2.04;100
 3; 3.678; 1.12; 7.73e+08;  1.99;100
 5; 3.892; 0.93; 3.39e+08;  1.68;100
 3; 3.682; 1.06; 8.68e+08;  1.92;100
 5; 3.873; 0.91; 5.56e+08;  1.64;100
 5; 3.873; 0.86; 4.88e+08;  1.61;100
 5; 3.819; 0.85; 1.74e+09;  1.44;100
 5; 3.806; 0.84; 1.95e+09;  1.41;100
 5; 3.862; 0.81; 5.70e+08;  1.55;100
 5; 3.862; 0.80; 5.54e+08;  1.55;100
 5; 3.847; 0.80; 7.66e+08;  1.53;100
 5; 3.877; 0.80; 2.57e+08;  1.56;100
 5; 3.869; 0.73; 1.79e+08;  1.51;100
 5; 3.789; 0.72; 2.68e+09;  1.31;100
 5; 3.775; 0.73; 2.75e+09;  1.31;100
 5; 3.795; 0.71; 2.60e+09;  1.31;100
 5; 3.865; 0.70; 1.73e+08;  1.49;100
 5; 3.850; 0.69; 5.64e+08;  1.46;100
 5; 3.770; 0.70; 2.91e+09;  1.29;100
 5; 3.828; 0.68; 1.03e+09;  1.42;100
 5; 3.768; 0.70; 2.97e+09;  1.28;100
 5; 3.858; 0.66; 2.64e+08;  1.45;100
 5; 3.782; 0.69; 2.96e+09;  1.28;100
 5; 3.766; 0.66; 3.23e+09;  1.26;100
 5; 3.825; 0.63; 1.08e+09;  1.38;100
 5; 3.847; 0.61; 4.22e+08;  1.40;100
 5; 3.775; 0.63; 3.40e+09;  1.23;100
 5; 3.780; 0.62; 3.38e+09;  1.23;100
 5; 3.752; 0.63; 3.59e+09;  1.23;100
 5; 3.768; 0.61; 3.63e+09;  1.21;100
 5; 3.764; 0.61; 3.67e+09;  1.21;100
 5; 3.791; 0.59; 3.24e+09;  1.22;100
 5; 3.757; 0.61; 3.69e+09;  1.21;100
 5; 3.764; 0.60; 3.74e+09;  1.21;100
 5; 3.752; 0.60; 3.80e+09;  1.21;100
 5; 3.768; 0.59; 3.82e+09;  1.20;100
 5; 3.773; 0.58; 3.79e+09;  1.19;100
 5; 3.741; 0.59; 3.99e+09;  1.20;100
 5; 3.755; 0.56; 4.16e+09;  1.18;100
 5; 3.745; 0.57; 4.20e+09;  1.18;100
 5; 3.761; 0.55; 4.20e+09;  1.17;100
 5; 3.777; 0.54; 3.92e+09;  1.17;100
 5; 3.777; 0.53; 3.97e+09;  1.17;100
 5; 3.741; 0.55; 4.43e+09;  1.16;100
 5; 3.757; 0.52; 4.58e+09;  1.14;100
 5; 3.727; 0.55; 4.59e+09;  1.16;100
 5; 4.212; 3.59; 2.63e+07;  7.38;100
 5; 4.250; 3.58; 2.64e+07;  7.33;100
 5; 4.267; 3.45; 2.08e+07;  7.30;100
 5; 4.267; 3.24; 1.72e+07;  6.62;100
 5; 4.225; 3.09; 2.75e+07;  5.91;100
 5; 4.200; 3.00; 3.50e+07;  5.54;100
 5; 4.167; 2.78; 4.56e+07;  4.83;100
 5; 4.200; 2.78; 2.69e+07;  4.99;100
 5; 4.062; 2.42; 1.30e+08;  3.62;100
 5; 4.117; 2.47; 6.90e+07;  4.03;100
 5; 4.050; 2.33; 1.50e+08;  3.42;100
 5; 4.133; 2.42; 5.07e+07;  3.98;100
 5; 4.117; 2.37; 6.32e+07;  3.83;100
 5; 4.117; 2.28; 5.25e+07;  3.68;100
 5; 4.062; 2.10; 1.06e+08;  3.25;100
 5; 4.117; 2.21; 4.22e+07;  3.57;100
 5; 4.087; 2.13; 7.24e+07;  3.35;100
 5; 4.117; 2.16; 2.83e+07;  3.50;100
 5; 4.100; 2.08; 3.83e+07;  3.32;100
 5; 4.075; 2.02; 7.26e+07;  3.15;100
 5; 4.100; 2.06; 3.31e+07;  3.30;100
 5; 4.050; 1.94; 1.06e+08;  2.97;100
 5; 4.040; 1.92; 1.23e+08;  2.93;100
 5; 4.087; 1.96; 2.55e+07;  3.11;100
 5; 4.087; 1.96; 2.39e+07;  3.11;100
 5; 4.062; 1.90; 6.74e+07;  2.95;100
 5; 4.050; 1.83; 7.68e+07;  2.83;100
 5; 4.030; 1.78; 1.17e+08;  2.73;100
 5; 4.040; 1.76; 8.06e+07;  2.73;100
 5; 4.000; 1.67; 1.76e+08;  2.54;100
 5; 4.040; 1.71; 5.12e+07;  2.67;100
 3; 3.694; 1.62; 2.42e+08;  2.92;100
 3; 3.727; 1.56; 3.61e+08;  2.56;100
 3; 3.740; 1.52; 4.29e+08;  2.41;100
 3; 3.688; 1.59; 2.46e+08;  2.90;100
 5; 3.813; 1.42; 6.74e+08;  2.05;100
 3; 3.704; 1.46; 3.77e+08;  2.52;100
 3; 3.690; 1.47; 3.28e+08;  2.64;100
 3; 3.704; 1.39; 4.40e+08;  2.40;100
 3; 3.699; 1.35; 4.62e+08;  2.36;100
 5; 3.969; 1.24; 1.08e+07;  2.06;100
 5; 3.800; 1.16; 1.10e+09;  1.73;100
 5; 3.823; 1.12; 1.18e+09;  1.68;100
 5; 3.806; 1.11; 1.22e+09;  1.67;100
 5; 3.813; 1.10; 1.23e+09;  1.66;100
 5; 3.831; 1.06; 1.27e+09;  1.62;100
 5; 3.806; 1.07; 1.30e+09;  1.63;100
 5; 3.811; 1.06; 1.33e+09;  1.61;100
 5; 3.819; 1.04; 1.35e+09;  1.59;100
 5; 3.822; 1.03; 1.37e+09;  1.58;100
 5; 3.806; 1.01; 1.43e+09;  1.57;100
 5; 3.816; 1.01; 1.42e+09;  1.57;100
 5; 3.833; 1.00; 1.34e+09;  1.56;100
 5; 3.819; 0.98; 1.47e+09;  1.54;100
 5; 3.822; 0.98; 1.46e+09;  1.54;100
 5; 3.822; 0.97; 1.46e+09;  1.53;100
 5; 3.834; 0.92; 1.41e+09;  1.51;100
 5; 3.822; 0.91; 1.56e+09;  1.49;100
 5; 3.822; 0.91; 1.57e+09;  1.48;100
 5; 3.825; 0.88; 1.59e+09;  1.47;100
 5; 3.819; 0.81; 1.88e+09;  1.40;100
 5; 3.834; 0.71; 9.11e+08;  1.46;100
 5; 3.831; 0.69; 9.70e+08;  1.44;100
 5; 3.825; 0.61; 1.07e+09;  1.37;100
 5; 3.813; 0.60; 1.42e+09;  1.35;100
 5; 3.816; 0.60; 1.33e+09;  1.35;100
 5; 3.822; 0.57; 1.11e+09;  1.34;100
 5; 3.819; 0.53; 1.14e+09;  1.31;100
 5; 3.803; 0.51; 1.71e+09;  1.27;100
 5; 3.816; 0.43; 9.74e+08;  1.25;100
 5; 3.803; 0.38; 1.40e+09;  1.21;100
 5; 3.809; 0.38; 1.02e+09;  1.21;100
 5; 3.775; 0.18; 2.35e+09;  1.06;100
 5; 4.079; 2.50; 1.16e+08;  3.79;100
 5; 4.062; 2.34; 1.44e+08;  3.46;100
 5; 4.082; 2.35; 9.42e+07;  3.72;100
 5; 4.019; 2.18; 1.90e+08;  3.12;100
 5; 4.040; 2.19; 1.77e+08;  3.17;100
 5; 4.074; 2.25; 1.00e+08;  3.53;100
 5; 4.010; 2.04; 2.29e+08;  2.89;100
 5; 4.042; 2.06; 1.32e+08;  3.16;100
 5; 4.100; 2.16; 5.64e+07;  3.43;100
 5; 4.074; 2.07; 8.52e+07;  3.22;100
 5; 4.017; 1.85; 1.61e+08;  2.80;100
 5; 4.021; 1.85; 1.53e+08;  2.80;100
 5; 4.010; 1.73; 1.60e+08;  2.63;100
 5; 4.036; 1.74; 8.40e+07;  2.69;100
 5; 3.941; 1.58; 4.69e+08;  2.22;100
 5; 3.983; 1.56; 2.04e+08;  2.39;100
 5; 3.971; 1.53; 2.38e+08;  2.34;100
 5; 3.972; 1.50; 2.26e+08;  2.31;100
 5; 3.975; 1.44; 1.84e+08;  2.25;100
 5; 3.959; 1.38; 2.34e+08;  2.16;100
 5; 3.954; 1.37; 2.54e+08;  2.14;100
 5; 3.960; 1.36; 2.17e+08;  2.15;100
 5; 3.927; 1.28; 3.64e+08;  2.02;100
 5; 3.927; 1.28; 3.65e+08;  2.02;100
 5; 3.944; 1.29; 2.66e+08;  2.05;100
 5; 3.928; 1.26; 3.47e+08;  2.00;100
 5; 3.894; 1.14; 5.26e+08;  1.87;100
 5; 3.896; 1.07; 4.68e+08;  1.80;100
 5; 3.947; 1.10;-3.00e+07;  1.91;100
 5; 3.847; 1.00; 1.23e+09;  1.58;100
 5; 3.868; 0.96; 6.55e+08;  1.69;100
 5; 3.865; 0.95; 6.78e+08;  1.67;100
 5; 3.865; 0.85; 5.92e+08;  1.59;100
 5; 3.854; 0.85; 7.34e+08;  1.58;100
 5; 3.862; 0.85; 6.26e+08;  1.58;100
 5; 3.862; 0.83; 6.10e+08;  1.57;100
 5; 3.825; 0.66; 1.10e+09;  1.41;100
 5; 3.825; 0.66; 1.09e+09;  1.41;100
 5; 3.778; 0.58; 3.65e+09;  1.20;100
 5; 4.375; 4.70; 9.03e+06; 16.31;100
 5; 3.900; 2.33; 1.39e+08;  3.61;100
 5; 3.905; 2.33; 1.40e+08;  3.59;100
 5; 3.918; 2.27; 1.58e+08;  3.42;100
 3; 3.602; 2.56; 2.71e+08;  3.37;100
 3; 3.759; 2.17; 1.32e+08;  3.69;100
 5; 3.932; 2.13; 2.01e+08;  3.11;100
 3; 3.776; 2.09; 1.56e+08;  3.45;100
 3; 3.752; 2.06; 1.56e+08;  3.45;100
 3; 3.752; 2.06; 1.56e+08;  3.45;100
 5; 3.847; 1.97; 2.31e+08;  2.96;100
 5; 3.927; 1.94; 2.86e+08;  2.73;100
 3; 3.735; 1.96; 1.75e+08;  3.30;100
 5; 4.062; 2.05; 1.01e+08;  3.17;100
 5; 3.873; 1.84; 3.25e+08;  2.63;100
 3; 3.694; 1.90; 1.59e+08;  3.43;100
 3; 3.742; 1.77; 2.52e+08;  2.88;100
 5; 3.945; 1.75; 3.85e+08;  2.43;100
 3; 3.719; 1.77; 2.16e+08;  3.04;100
 3; 3.715; 1.73; 2.24e+08;  3.00;100
 5; 3.862; 1.64; 4.72e+08;  2.31;100
 3; 3.680; 1.78; 1.81e+08;  3.26;100
 3; 3.682; 1.77; 1.81e+08;  3.26;100
 5; 3.822; 1.62; 4.57e+08;  2.35;100
 3; 3.715; 1.68; 2.49e+08;  2.89;100
 3; 3.674; 1.75; 2.01e+08;  3.13;100
 3; 3.668; 1.76; 2.05e+08;  3.10;100
 3; 3.710; 1.67; 2.44e+08;  2.91;100
 3; 3.712; 1.66; 2.54e+08;  2.87;100
 3; 3.682; 1.68; 2.12e+08;  3.06;100
 5; 3.862; 1.53; 5.72e+08;  2.16;100
 3; 3.684; 1.66; 2.20e+08;  3.02;100
 3; 3.698; 1.61; 2.53e+08;  2.88;100
 5; 3.877; 1.50; 6.10e+08;  2.10;100
 5; 3.869; 1.50; 6.16e+08;  2.10;100
 3; 3.717; 1.57; 3.24e+08;  2.65;100
 5; 3.914; 1.51; 5.66e+08;  2.11;100
 3; 3.698; 1.60; 2.62e+08;  2.85;100
 5; 3.885; 1.48; 6.30e+08;  2.07;100
 3; 3.721; 1.55; 3.51e+08;  2.58;100
 5; 3.905; 1.48; 6.00e+08;  2.08;100
 3; 3.721; 1.55; 3.51e+08;  2.58;100
 3; 3.717; 1.55; 3.42e+08;  2.60;100
 3; 3.712; 1.55; 3.29e+08;  2.64;100
 3; 3.725; 1.52; 3.86e+08;  2.50;100
 3; 3.712; 1.54; 3.35e+08;  2.62;100
 3; 3.738; 1.49; 4.45e+08;  2.38;100
 5; 3.858; 1.43; 6.85e+08;  2.02;100
 5; 3.798; 1.44; 6.33e+08;  2.10;100
 3; 3.715; 1.50; 3.72e+08;  2.53;100
 3; 3.735; 1.48; 4.51e+08;  2.37;100
 3; 3.717; 1.50; 3.84e+08;  2.50;100
 3; 3.721; 1.48; 4.12e+08;  2.45;100
 3; 3.680; 1.55; 2.87e+08;  2.76;100
 3; 3.729; 1.47; 4.50e+08;  2.37;100
 3; 3.717; 1.48; 4.02e+08;  2.47;100
 3; 3.717; 1.48; 4.02e+08;  2.47;100
 3; 3.698; 1.50; 3.28e+08;  2.64;100
 3; 3.721; 1.46; 4.30e+08;  2.41;100
 5; 3.831; 1.38; 7.44e+08;  1.98;100
 5; 3.791; 1.39; 6.86e+08;  2.05;100
 5; 3.873; 1.38; 7.47e+08;  1.95;100
 5; 3.909; 1.37; 6.53e+08;  1.97;100
 3; 3.723; 1.43; 4.68e+08;  2.34;100
 5; 3.896; 1.36; 7.08e+08;  1.94;100
 3; 3.717; 1.43; 4.47e+08;  2.38;100
 5; 3.837; 1.35; 7.93e+08;  1.93;100
 3; 3.727; 1.42; 4.96e+08;  2.30;100
 3; 3.725; 1.42; 4.87e+08;  2.31;100
 5; 3.877; 1.34; 7.70e+08;  1.91;100
 3; 3.680; 1.48; 3.35e+08;  2.63;100
 5; 3.850; 1.33; 8.18e+08;  1.90;100
 5; 3.858; 1.33; 8.12e+08;  1.90;100
 3; 3.698; 1.44; 3.75e+08;  2.53;100
 3; 3.708; 1.42; 4.23e+08;  2.43;100
 3; 3.690; 1.44; 3.46e+08;  2.60;100
 3; 3.713; 1.40; 4.60e+08;  2.36;100
 5; 3.803; 1.32; 8.08e+08;  1.93;100
 5; 3.888; 1.31; 7.62e+08;  1.89;100
 3; 3.704; 1.41; 4.16e+08;  2.44;100
 3; 3.729; 1.36; 5.64e+08;  2.20;100
 5; 3.819; 1.30; 8.63e+08;  1.88;100
 5; 3.877; 1.29; 8.24e+08;  1.86;100
 5; 3.888; 1.29; 7.80e+08;  1.87;100
 5; 3.927; 1.31; 3.76e+08;  2.06;100
 5; 3.881; 1.28; 8.12e+08;  1.86;100
 5; 3.793; 1.30; 8.35e+08;  1.91;100
 5; 3.834; 1.28; 8.87e+08;  1.85;100
 3; 3.682; 1.43; 3.74e+08;  2.53;100
 5; 3.841; 1.28; 8.91e+08;  1.85;100
 3; 3.704; 1.38; 4.43e+08;  2.39;100
 3; 3.706; 1.38; 4.57e+08;  2.36;100
 5; 3.873; 1.28; 8.47e+08;  1.84;100
 3; 3.727; 1.35; 5.80e+08;  2.18;100
 5; 3.862; 1.27; 8.86e+08;  1.83;100
 3; 3.717; 1.35; 5.34e+08;  2.24;100
 5; 3.825; 1.27; 9.14e+08;  1.84;100
 5; 3.828; 1.26; 9.35e+08;  1.82;100
 5; 3.881; 1.25; 8.40e+08;  1.82;100
 3; 3.727; 1.32; 6.16e+08;  2.14;100
 5; 3.800; 1.26; 9.19e+08;  1.85;100
 3; 3.708; 1.33; 5.11e+08;  2.28;100
 3; 3.688; 1.36; 4.12e+08;  2.45;100
 3; 3.719; 1.31; 5.91e+08;  2.17;100
 5; 3.841; 1.23; 9.81e+08;  1.78;100
 5; 3.822; 1.23; 9.72e+08;  1.80;100
 3; 3.715; 1.31; 5.72e+08;  2.19;100
 5; 3.862; 1.21; 9.47e+08;  1.77;100
 5; 3.909; 1.22; 4.52e+08;  1.95;100
 3; 3.696; 1.32; 4.73e+08;  2.34;100
 5; 3.869; 1.21; 9.22e+08;  1.77;100
 5; 3.914; 1.22; 4.23e+08;  1.95;100
 5; 3.854; 1.20; 9.94e+08;  1.75;100
 5; 3.873; 1.20; 9.11e+08;  1.77;100
 5; 3.877; 1.20; 8.96e+08;  1.77;100
 5; 3.877; 1.20; 8.96e+08;  1.77;100
 3; 3.710; 1.29; 5.76e+08;  2.19;100
 5; 3.777; 1.21; 9.77e+08;  1.82;100
 5; 3.822; 1.18; 1.07e+09;  1.74;100
 5; 3.784; 1.20; 1.02e+09;  1.79;100
